ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001529,Stroud,71.0,77912,-8.7,54797,11388,Labour,Simon Opher,25607,Conservative,Siobhan Baillie,14219,Reform UK,Chris Lester,6329,Green,Pete Kennedy,5729,Liberal Democrat,George James,2913,Independent,Saskia Whitfield,261.0,Volt United Kingdom,Jason Hughes,163.0,,,,,,,,,,,,,,,,,,
E14001530,Suffolk Coastal,66.0,74522,-5.7,49451,1070,Labour,Jenny Riddell-Carpenter,15672,Conservative,Thérèse Coffey,14602,Reform UK,Matthew Jackson,7850,Liberal Democrat,Julia Ewart,6947,Green,Julian Cusack,4380,,,,,,,,,,,,,,,,,,,,,,,,
E14001531,Sunderland Central,53.0,76145,-7.3,39957,6073,Labour,Lewis Atkinson,16852,Reform UK,Chris Eynon,10779,Conservative,Greg Peacock,5731,Liberal Democrat,Niall Hodson,3602,Green,Rachel Featherstone,2993,,,,,,,,,,,,,,,,,,,,,,,,
E14001532,Surrey Heath,66.0,71934,-7.2,47696,5640,Liberal Democrat,Al Pinkerton,21387,Conservative,Ed McGuinness,15747,Reform UK,Sam Goggin,6252,Labour,Jess Hammersley-Rich,3148,Green,Jon Campbell,1162,Heritage Party,Elizabeth Wallitt,92.0,,,,,,,,,,,,,,,,,,,,,
E14001533,Sussex Weald,68.0,72897,-3.0,47595,6842,Conservative,Nus Ghani,16758,Liberal Democrat,Danielle Newson,9916,Reform UK,David Morgan,8920,Labour,Dipesh Patel,8239,Green,Austin Henderson,3762,Independent,Shaun Bowler,953.0,Social Democratic Party,Stephen Gander,319.0,Heritage Party,Dominie Stemp,156.0,UK Independence Party,Chris Magness,152.0,,,,,,,,,,,,
E14001535,Sutton Coldfield,65.0,74080,-5.0,47680,2543,Conservative,Andrew Mitchell,18502,Labour,Rob Pocock,15959,Reform UK,Mark Hoath,8213,Liberal Democrat,John Sweeney,2587,Green,Ben Auton,2419,Workers Party of Britain,Wajad Burkey,653.0,,,,,,,,,,,,,,,,,,,,,
E14001534,Sutton and Cheam,66.0,72302,-5.0,47289,3801,Liberal Democrat,Luke Taylor,17576,Conservative,Tom Drummond,13775,Labour,Chrishni Reshekaron,8430,Reform UK,Ryan Powell,5787,Green,Aasha Anam,1721,Independent,Hamilton Action-Man Kingsley,317.0,,,,,,,,,,,,,,,,,,,,,
W07000108,Swansea West,48.0,74236,-11.2,33015,8515,Labour,Torsten Bell,14761,Reform UK,Patrick Benham-Crosswell,6246,Liberal Democrat,Michael O'Carroll,4367,Plaid Cymru,Gwyn Williams,4105,Conservative,Tara-Jane Sutcliffe,3536,Green,Peter Jones,2305.0,Trade Unionist and Socialist Coalition,Gareth Bromhall,337.0,,,,,,,,,,,,,,,,,,
E14001536,Swindon North,60.0,73238,-5.4,43766,4103,Labour,Will Stone,17930,Conservative,Justin Tomlinson,13827,Reform UK,Les Willis,7557,Green,Andy Bentley,2366,Liberal Democrat,Flo Clucas,2086,Independent,Debbie Hicks,260.0,Trade Unionist and Socialist Coalition,Scott Hunter,139.0,,,,,,,,,,,,,,,,,,
E14001537,Swindon South,62.0,72596,-6.6,44322,9606,Labour,Heidi Alexander,21676,Conservative,Robert Buckland,12070,Reform UK,Catherine Kosidowski,6194,Green,Rod Hebden,2539,Liberal Democrat,Matt McCabe,1843,Independent,Martin Costello,472.0,,,,,,,,,,,,,,,,,,,,,
E14001538,Tamworth,58.0,75059,-6.3,43328,1382,Labour,Sarah Edwards,15338,Conservative,Eddie Hughes,13956,Reform UK,Ian Cooper,11004,Green,Susan Howarth,1579,Liberal Democrat,Jed Marson,1451,UK Independence Party,Robert Bilcliff,290.0,Workers Party of Britain,Adam Goodfellow,170.0,,,,,,,,,,,,,,,,,,
E14001539,Tatton,68.0,75978,-5.0,51909,1136,Conservative,Esther McVey,19956,Labour,Ryan Jude,18820,Reform UK,Oliver Speakman,5948,Liberal Democrat,Jonathan Smith,4614,Green,Nigel Hennerley,2571,,,,,,,,,,,,,,,,,,,,,,,,
E14001540,Taunton and Wellington,64.0,78116,-7.2,50160,11939,Liberal Democrat,Gideon Amos,24331,Conservative,Rebecca Pow,12392,Reform UK,Charles Hansard,8053,Labour,Brenda Weston,3552,Green,Ryan Trower,1832,Communist Party of Britain,Rochelle Russell,134.0,,,,,,,,,,,,,,,,,,,,,
E14001541,Telford,55.0,73808,-6.3,40730,8102,Labour,Shaun Davies,18212,Reform UK,Alan Adams,10110,Conservative,Hannah Campbell,8728,Green,John Adams,2120,Liberal Democrat,Jo McKenna,1560,,,,,,,,,,,,,,,,,,,,,,,,
E14001542,Tewkesbury,66.0,73458,-8.3,48369,6262,Liberal Democrat,Cameron Thomas,20730,Conservative,Laurence Robertson,14468,Reform UK,Byron Davis,6000,Labour,Damola Animashaun,4298,Green,Cate Cody,2873,Christian Peoples Alliance,David Edgar,170.0,,,,,,,,,,,,,,,,,,,,,
E14001543,The Wrekin,63.0,78942,-5.5,49462,883,Conservative,Mark Pritchard,16320,Labour,Roh Yakobi,15437,Reform UK,Richard Leppington,9920,Liberal Democrat,Anthony Lowe,4757,Green,Pat McCarthy,3028,Independent,Chris Shipley,558.0,,,,,,,,,,,,,,,,,,,,,
E14001544,Thirsk and Malton,63.0,78484,-4.7,48866,7550,Conservative,Kevin Hollinrake,19544,Labour,Lisa Banes,11994,Reform UK,Mark Robinson,8963,Liberal Democrat,Steve Mason,5379,Green,Richard McLane,2986,The Yorkshire Party,Luke Brownlee,931.0,,,,,,,,,,,,,,,,,,,,,
E14001545,Thornbury and Yate,68.0,78195,-6.6,53367,3014,Liberal Democrat,Claire Young,20815,Conservative,Luke Hall,17801,Reform UK,Andrew Banwell,7529,Labour,Rob Logan,5057,Green,Alexandra Jenner-Fust,2165,,,,,,,,,,,,,,,,,,,,,,,,
E14001546,Thurrock,51.0,73405,-9.3,36424,6474,Labour,Jen Craft,16050,Reform UK,Sophie Preston-Hall,9576,Conservative,Jackie Doyle-Price,8009,Green,Eugene McCarthy,1632,Liberal Democrat,Michael Bukola,1157,Workers Party of Britain,Yousaff Khan,691.0,Independent,Nimal Dr Raj,443.0,,,,,,,,,,,,,,,,,,
E14001547,Tipton and Wednesbury,43.0,74100,-8.7,30598,3385,Labour,Antonia Bance,11755,Conservative,Shaun Bailey,8370,Reform UK,Jack Sabharwal,8019,Green,Mark Redding,1509,Independent,Mohammed Hussain-Billa,945,Independent,Abdul Husen,660.0,Liberal Democrat,Mark Rochell,592.0,,,,,,,,,,,,,,,,,,
E14001548,Tiverton and Minehead,66.0,71843,-3.7,47491,3507,Liberal Democrat,Rachel Gilmour,18326,Conservative,Ian Liddell-Grainger,14819,Reform UK,Fred Keen,7787,Labour,Jonathan Barter,4325,Green,Laura Buchanan,2234,,,,,,,,,,,,,,,,,,,,,,,,
E14001549,Tonbridge,69.0,72799,-4.8,49246,11166,Conservative,Tom Tugendhat,20517,Labour,Lewis Bailey,9351,Green,Anna Cope,7596,Reform UK,Teresa Hansford,7548,Liberal Democrat,John Woollcombe,4234,Independent Alliance (Kent),Tim Shaw,926.0,Social Democratic Party,Ian Grattidge,156.0,,,,,,,,,,,,,,,,,,
E14001550,Tooting,70.0,76082,-6.4,51587,19487,Labour,Rosena Allin-Khan,29209,Conservative,Ethan Brooks,9722,Green,Nick Humberstone,5672,Liberal Democrat,Judith Trounson,4438,Reform UK,Andrew Price,2546,Workers Party of Britain,Tarik Hussain,807.0,Rejoin EU,Jas Alduk,370.0,Independent,Davinder Jamus,179.0,,,,,,,,,,,,,,,
E14001551,Torbay,61.0,76179,-6.8,45881,5349,Liberal Democrat,Steve Darling,18937,Conservative,Kevin Foster,13588,Reform UK,Gordon Scott,8660,Labour,Chris Wongsosaputro,3276,Green,Charlie West,1420,Workers Party of Britain,Paul Moor,234.0,,,,,,,,,,,,,,,,,,,,,
W07000109,Torfaen,50.0,71738,-11.9,33043,7322,Labour,Nick Thomas-Symonds,15176,Reform UK,Ian Williams,7854,Conservative,Nathan Edmunds,5737,Plaid Cymru,Matthew Jones,2571,Green,Philip Davies,1705,Liberal Democrat,Brendan Roberts,1644.0,Independent,Lee Dunning,881.0,Heritage Party,Nikki Brooke,137.0,,,,,,,,,,,,,,,
E14001552,Torridge and Tavistock,68.0,74727,-5.1,50415,3950,Conservative,Geoffrey Cox,16049,Liberal Democrat,Phil Hutty,12099,Labour,Isabel Saxby,10765,Reform UK,Andrew Jackson,9152,Green,Judy Maciejowska,2350,Independent,Alan Rayner,405.0,,,,,,,,,,,,,,,,,,,,,
E14001553,Tottenham,53.0,75906,-7.3,37294,15434,Labour,David Lammy,23066,Green,David Craig,7632,Independent,Nandita Lal,2348,Conservative,Attic Rahman,2320,Liberal Democrat,Hari Prabu,1928,Reform UK,Roger Gravett,1602.0,Workers Party of Britain,Jennifer Obaseki,659.0,Rejoin EU,Andrew Miles,306.0,Christian Peoples Alliance,Amelia Allao,224.0,Communist League,Pamela Holmes,63.0,,,,,,,,,
E14001554,Truro and Falmouth,69.0,73082,-6.5,49600,8151,Labour,Jayne Kirkham,20783,Conservative,Cherilyn Mackrory,12632,Liberal Democrat,Ruth Gripper,6552,Reform UK,Steve Rubidge,6163,Green,Karen La Borde,3470,Independent,Peter Lawrence,498.0,Liberal Party,Peter White,166.0,,,,,,,,,,,,,,,,,,
E14001555,Tunbridge Wells,69.0,78738,-3.8,53641,8687,Liberal Democrat,Mike Martin,23661,Conservative,Neil Mahapatra,14974,Reform UK,John Gager,6484,Labour,Hugo Pound,6178,Green,John Hurst,2344,Independent,Hassan Kassem,609.0,,,,,,,,,,,,,,,,,,,,,
E14001556,Twickenham,72.0,74980,-5.4,53288,21457,Liberal Democrat,Munira Wilson,30185,Conservative,Jonathan Hulley,8728,Labour,Tom Bruce,6693,Reform UK,Alex Starling,4092,Green,Chantal Kerr-Sheppard,3590,Workers Party of Britain,Umair Malik,347.0,,,,,,,,,,,,,,,,,,,,,
E14001557,Tynemouth,66.0,73469,-8.0,47220,15455,Labour,Alan Campbell,24491,Conservative,Lewis Bartoli,9036,Reform UK,Rosie Elliott,7392,Green,Chloe-Louise Reilly,3592,Liberal Democrat,John Appleby,2709,Independent,Mustaque Rahman,531.0,Party of Women,Kelly Jane Oliver Dougall,286.0,Independent,Christopher Greener,273.0,Heritage Party,Adam Thewlis,108.0,,,,,,,,,,,,
N05000017,Upper Bann,58.0,81249,-2.0,47358,7406,Democratic Unionist Party,Carla Lockhart,21642,Sinn Fein,Catherine Nelson,14236,Alliance Party,Eóin Tennyson,6322,Ulster Unionist Party ,Kate Evans,3662,Social Democratic & Labour Party,Malachy Quinn,1496,,,,,,,,,,,,,,,,,,,,,,,,
E14001558,Uxbridge and South Ruislip,61.0,74746,-6.3,45327,587,Labour,Danny Beales,16599,Conservative,Steve Tuckwell,16012,Reform UK,Tim Wheeler,6610,Green,Sarah Green,4354,Liberal Democrat,Ian Rex-Hawkes,1752,Trade Unionist and Socialist Coalition,Gary Harbord,223.0,Social Democratic Party,Steve Gardner,200.0,UK Independence Party,Geoff Courtenay,164.0,,,,,,,,,,,,,,,
W07000110,Vale of Glamorgan,62.0,74374,-9.4,43363,4216,Labour,Kanishka Narayan,17740,Conservative,Alun Cairns,13524,Reform UK,Toby Rhodes-Matthews,6973,Plaid Cymru,Ian Johnson,3245,Green,Lynden Mack,1881,Liberal Democrat,Steven Rajam,1612.0,Abolish the Welsh Assembly Party,Stuart Field,669.0,Independent,Steven Sluman,182.0,,,,,,,,,,,,,,,
E14001559,Vauxhall and Camberwell Green,54.0,69658,-12.4,37335,15112,Labour,Florence Eshalomi,21528,Green,Catherine Dawkins,6416,Liberal Democrat,Chris French,4549,Conservative,Aarti Joshi,2809,Reform UK,Mike King,2033,Social Democratic Party,Andrew McRobbie,201.0,,,,,,,,,,,,,,,,,,,,,
E14001560,Wakefield and Rothwell,54.0,75067,-12.2,39160,9346,Labour,Simon Lightwood,17773,Reform UK,David Dews,8427,Conservative,Arnold Craven,7322,Liberal Democrat,Stewart Golton,3249,Green,Ashley Routh,2389,Workers Party of Britain,Keith Mason,705.0,The Yorkshire Party,Brent Hawksley,606.0,Social Democratic Party,Nicholas Sanders,185.0,,,,,,,,,,,,,,,
E14001561,Wallasey,58.0,74082,-12.8,42087,17996,Labour,Angela Eagle,24674,Reform UK,David Burgess-Joyce,6678,Conservative,Robbie Lammas,4987,Green,Jane Turner,3905,Liberal Democrat,Vicky Downie,1843,Workers Party of Britain,Philip Bimpson,462.0,Freedom Alliance,Ian Pugh,197.0,,,,,,,,,,,,,,,,,,
E14001562,Walsall and Bloxwich,49.0,75968,-11.9,36374,4914,Labour,Valerie Vaz,12514,Independent,Aftab Nawaz,7600,Reform UK,Elaine Williams,7293,Conservative,Shannon Lloyd,6679,Green,Sadat Hussain,2288,Liberal Democrat,Patrick Stillman,817.0,,,,,,,,,,,,,,,,,,,,,
E14001563,Walthamstow,60.0,76338,-8.1,42273,17996,Labour,Stella Creasy,27172,Green,Rosie Rowlands,9176,Conservative,Sanjana Karnani,2353,Reform UK,Martin Lonergan,1836,Liberal Democrat,Rebecca Taylor,1736,Workers Party of Britain,Imran Arshad,1535.0,Independent,Mohammed Ashfaq,914.0,Trade Unionist and Socialist Coalition,Nancy Taaffe,561.0,Independent,Dan Edelstyn,288.0,Independent,Ruth Rawlins,288.0,,,,,,,,,
E14001564,Warrington North,57.0,70601,-7.6,39382,9190,Labour,Charlotte Nichols,18730,Reform UK,Trevor Nicholls,9540,Conservative,Yasmin Al-Atroshi,6486,Liberal Democrat,David Crowther,2737,Green,Hannah Spencer,1889,Independent,Maddison Wheeldon,659.0,,,,,,,,,,,,,,,,,,,,,
E14001565,Warrington South,63.0,78399,-7.2,49117,11340,Labour,Sarah Hall,23201,Conservative,Andy Carter,11861,Reform UK,Janet Balfe,7913,Liberal Democrat,Graham Gowland,3829,Green,Stephanie Davies,2313,Independent,Peter Willett,445.0,Social Democratic Party,Graeme Kelly,110.0,,,,,,,,,,,,,,,,,,
E14001566,Warwick and Leamington,65.0,76294,-4.7,49044,12412,Labour,Matt Western,23975,Conservative,James Uffindell,11563,Reform UK,Nigel Clarke,5154,Green,Hema YellaPragada,4471,Liberal Democrat,Louis Adam,3881,UK Independence Party,Laurie Steele,154.0,,,,,,,,,,,,,,,,,,,,,
E14001567,Washington and Gateshead South,52.0,70972,-6.3,36394,6913,Labour,Sharon Hodgson,17682,Reform UK,Paul Donaghy,10769,Conservative,Shaun Parsons,4654,Green,Michal Chantkowski,1687,Liberal Democrat,Ciaran Morrissey,1602,Independent,Sharon McLafferty,627.0,,,,,,,,,,,,,,,,,,,,,
E14001568,Watford,61.0,73000,-7.5,41859,4723,Labour,Matt Turmaine,15708,Conservative,Dean Russell,10985,Liberal Democrat,Ian Stotesbury,7577,Reform UK,Gary Ling,4930,Workers Party of Britain,Khalid Chohan,2659,Green,Arran Bowen-La Grange,2428.0,Heritage Party,Sarah Knott,168.0,,,,,,,,,,,,,,,,,,
E14001569,Waveney Valley,69.0,71629,-4.2,48954,5594,Green,Adrian Ramsay,20467,Conservative,Richard Rout,14873,Reform UK,Scott Huggins,7779,Labour,Gurpreet Padda,4621,Liberal Democrat,John Shreeve,1214,Social Democratic Party,Maya Severyn,118.0,,,,,,,,,,,,,,,,,,,,,
E14001570,Weald of Kent,67.0,75988,-4.1,50712,8422,Conservative,Katie Lam,20202,Labour,Lenny Rolles,11780,Reform UK,Daniel Kersten,10208,Green,Kate Walder,4547,Liberal Democrat,John Howson,3975,,,,,,,,,,,,,,,,,,,,,,,,
E14001571,Wellingborough and Rushden,57.0,77559,-4.7,43712,5486,Labour,Gen Kitchen,17734,Conservative,David Goss,12248,Reform UK,Ben Habib,9456,Green,Paul Mannion,2704,Liberal Democrat,Christopher Townsend,1570,Social Democratic Party,Jeremy Brittin,273.0,,,,,,,,,,,,,,,,,,,,,
E14001572,Wells and Mendip Hills,70.0,72051,-10.9,48329,11121,Liberal Democrat,Tessa Munt,23622,Conservative,Meg Powell-Chandler,12501,Reform UK,Helen Hims,6611,Labour,Joe Joseph,3527,Green,Peter Welsh,2068,Independent,Abi McGuire,1849.0,Independent,Craig Clarke,190.0,,,,,,,,,,,,,,,,,,
E14001573,Welwyn Hatfield,64.0,75259,-5.1,48455,3799,Labour,Andrew Lewin,19877,Conservative,Grant Shapps,16078,Reform UK,Jack Aaron,6397,Liberal Democrat,John Munro,3117,Green,Sarah Butcher,2986,,,,,,,,,,,,,,,,,,,,,,,,
S14000058,West Aberdeenshire and Kincardine,67.0,72994,-5.3,47651,3441,Conservative,Andrew Bowie,17428,Scottish National Party,Glen Reynolds,13987,Labour,Kate Blake,6397,Liberal Democrat,Michael Turvey,6342,Reform UK,Brandon Innes,3497,Green,William Linegar,1032.0,Independent,Iris Leask,219.0,Independent,David Neill,56.0,,,,,,,,,,,,,,,
E14001574,West Bromwich,49.0,74026,-8.0,35034,9554,Labour,Sarah Coombes,16872,Conservative,Will Goodhand,7318,Reform UK,Ray Nock,7101,Green,Gita Joshi,2036,Independent,Mohammed Yasin,1707,Liberal Democrat,Parmjit Gill,1314.0,UK Independence Party,Sam Harding,133.0,,,,,,,,,,,,,,,,,,
E14001575,West Dorset,69.0,75998,-7.5,52316,7789,Liberal Democrat,Edward Morello,26999,Conservative,Chris Loder,19210,Labour,Donna Lumsden,3086,Green,Kelvin Clayton,2288,Independent,Oliver Chisholm,733,Independent,Marcus White,289.0,,,,,,,,,,,,,,,,,,,,,
S14000106,West Dunbartonshire,57.0,69074,-9.0,38354,6010,Labour,Douglas McAllister,19312,Scottish National Party,Martin Docherty-Hughes,13302,Reform UK,David Smith,2770,Green,Paula Baker,1496,Conservative,Maurice Corry,1474,Liberal Democrat,Paul Kennedy,839.0,Scottish Family Party,Andrew Muir,318.0,Sovereignty,Kelly Wilson,73.0,,,,,,,,,,,,,,,
E14001576,West Ham and Beckton,46.0,78790,-11.2,34092,9254,Labour,James Asser,16434,Newham Independents Party,Sophia Naqvi,7180,Green,Rob Callender,3897,Conservative,Holly Ramsey,3781,Reform UK,Georgie David,2800,Liberal Democrat,Emily Bigland,1606.0,Christian Peoples Alliance,Kayode Shedowo,460.0,Trade Unionist and Socialist Coalition,Lois Austin,190.0,,,,,,,,,,,,,,,
E14001577,West Lancashire,60.0,74083,-11.8,44200,13625,Labour,Ashley Dalton,22305,Conservative,Mike Prendergast,8680,Reform UK,Simon Evans,7909,Green,Charlotte Houltram,3263,Liberal Democrat,Graham Smith,2043,,,,,,,,,,,,,,,,,,,,,,,,
E14001578,West Suffolk,60.0,77149,-4.9,45198,3247,Conservative,Nick Timothy,15814,Labour,Rebecca Denness,12567,Reform UK,David Bull,9623,Liberal Democrat,Henry Batchelor,4284,Green,Mark Ereira,2910,Independent,Katie Parker,485.0,Independent,Luke O'Brien,345.0,Social Democratic Party,Ivan Kinsman,133.0,,,,,,,,,,,,,,,
N05000018,West Tyrone,59.0,74269,-3.4,40539,15917,Sinn Fein,Órfhlaith Begley,22711,Democratic Unionist Party,Tom Buchanan,6794,Social Democratic & Labour Party,Daniel McCrossan,5821,Ulster Unionist Party ,Matthew Bell,2683,Traditional Unionist Voice,Stevan Patterson,2530,Alliance Party,Stephen Donnelly,2287.0,Aontú,Leza Houston,778.0,Conservative,Stephen Lynch,91.0,,,,,,,,,,,,,,,
E14001579,West Worcestershire,69.0,79242,-6.1,54324,6547,Conservative,Harriett Baldwin,19783,Liberal Democrat,Dan Boatright-Greene,13236,Labour,Kash Haroon,8335,Reform UK,Christopher Edmondson,7902,Green,Natalie McVey,5068,Party of Women,Seonaid Barber,363.0,,,,,,,,,,,,,,,,,,,,,
E14001580,Westmorland and Lonsdale,69.0,72029,-6.1,49284,21472,Liberal Democrat,Tim Farron,31061,Conservative,Matty Jackman,9589,Reform UK,James Townley,4842,Labour,Pippa Smith,2306,Green,Phil Clayton,1486,Independent,John Studholme,111.0,Heritage Party,Izzy Solabarrieta,81.0,Social Democratic Party,Wendy Long,57.0,,,,,,,,,,,,,,,
E14001581,Weston-super-Mare,59.0,71396,-5.5,42390,4409,Labour,Dan Aldridge,16310,Conservative,John Penrose,11901,Reform UK,Richard Pearse,7735,Liberal Democrat,Patrick Keating,3756,Green,Thomas Daw,2688,,,,,,,,,,,,,,,,,,,,,,,,
E14001582,Wetherby and Easingwold,70.0,74334,-5.8,51516,4846,Conservative,Alec Shelbrooke,20597,Labour,Ben Pickles,15751,Reform UK,Mike Jordan,7288,Green,Arnold Warneken,4529,Liberal Democrat,James Monaghan,3351,The Yorkshire Party,John Hall,743.0,,,,,,,,,,,,,,,,,,,,,
E14001583,Whitehaven and Workington,57.0,73198,-10.1,41840,13286,Labour,Josh MacAlister,22173,Reform UK,David Surtees,8887,Conservative,Andrew Johnson,8455,Green,Jill Perry,1207,Liberal Democrat,Chris Wills,1118,,,,,,,,,,,,,,,,,,,,,,,,
E14001584,Widnes and Halewood,54.0,71233,-13.1,37701,16425,Labour,Derek Twigg,23484,Reform UK,Jake Fraser,7059,Conservative,Sean Houlston,3507,Green,Nancy Mills,2058,Liberal Democrat,David Coveney,1593,Workers Party of Britain,Michael Murphy,415.0,,,,,,,,,,,,,,,,,,,,,
E14001585,Wigan,53.0,77537,-6.9,38777,9549,Labour,Lisa Nandy,19401,Reform UK,Andy Dawber,9852,Conservative,Henry Mitson,4310,Independent,Maureen O'Bern,3522,Liberal Democrat,Brian Crombie-Fisher,1692,Green,Jane Leicester,1629.0,Independent,Jan Cunliffe,406.0,Independent,The Zok,87.0,,,,,,,,,,,,,,,
E14001586,Wimbledon,72.0,76352,-4.2,54366,12610,Liberal Democrat,Paul Kohler,24790,Conservative,Danielle Dunfield-Prayero,12180,Labour,Eleanor Stringer,11733,Reform UK,Ben Cronin,3221,Green,Rachel Brooks,2442,Workers Party of Britain,Aaron Mafi,341.0,Independent,Sarah Barber,129.0,Independent,Amy Lynch,80.0,Heritage Party,Michael Watson,69.0,,,,,,,,,,,,
E14001587,Winchester,73.0,78289,-10.6,56617,13821,Liberal Democrat,Danny Chambers,29939,Conservative,Flick Drummond,16118,Reform UK,Sean Whelan,4797,Labour,Hannah Dawson,3023,Green,Lorraine Estelle,2740,Social Democratic Party,Andrew Davis,146.0,Independent,Chris Barfoot,142.0,Independent,Kevin D'Cruze,127.0,Hampshire Independents,Andy Liming,44.0,,,,,,,,,,,,
E14001588,Windsor,62.0,73334,-5.6,42996,6457,Conservative,Jack Rankin,16483,Labour,Pavitar Mann,10026,Liberal Democrat,Julian Tisi,9539,Reform UK,Harl Grewal,4660,Green,Michael Boyle,2288,Independent,David Buckley,1629.0,Workers Party of Britain,Simran Dhillon,621.0,,,,,,,,,,,,,,,,,,
E14001589,Wirral West,69.0,72838,-9.1,49951,9998,Labour,Matthew Patrick,23156,Conservative,Jenny Johnson,13158,Reform UK,Ken Ferguson,6422,Green,Gail Jenkinson,4160,Liberal Democrat,Peter Reisdorf,3055,,,,,,,,,,,,,,,,,,,,,,,,
E14001590,Witham,64.0,79072,-5.4,49357,5145,Conservative,Priti Patel,18827,Labour,Rumi Chowdhury,13682,Reform UK,Timothy Blaxill,9870,Green,James Abbott,3539,Liberal Democrat,Ashley Thompson,3439,Independent,Chelsey Jay,1246.0,,,,,,,,,,,,,,,,,,,,,
E14001591,Witney,67.0,75448,-2.7,50066,4339,Liberal Democrat,Charlie Maynard,20832,Conservative,Robert Courts,16493,Reform UK,Richard Langridge,6307,Labour,Antonio Weiss,4773,Green,Andrew Prosser,1661,Independent,Barry Ingleton,350.0,Heritage Party,David Cox,168.0,,,,,,,,,,,,,,,,,,
E14001592,Woking,66.0,72977,-4.4,47977,11246,Liberal Democrat,Will Forster,24019,Conservative,Jonathan Lord,12773,Reform UK,Richard Barker,4888,Labour,Ese Erheriene,4444,Green,Nataly Anderson,1853,Heritage Party,Tim Read,168.0,,,,,,,,,,,,,,,,,,,,,
E14001593,Wokingham,72.0,75082,-6.4,53999,8345,Liberal Democrat,Clive Jones,25743,Conservative,Lucy Demery,17398,Reform UK,Colin Wright,5274,Labour,Monica Hamidi,3631,Green,Merv Boniface,1953,,,,,,,,,,,,,,,,,,,,,,,,
E14001594,Wolverhampton North East,47.0,70715,-9.1,33289,5422,Labour,Sureena Brackenridge,14282,Conservative,Jane Stevenson,8860,Reform UK,Paul Williams,7721,Green,Kwaku Tano-Yeboah,1424,Liberal Democrat,Peter Thornton,1002,,,,,,,,,,,,,,,,,,,,,,,,
E14001595,Wolverhampton South East,43.0,77473,-7.4,32624,9188,Labour,Pat McFadden,16800,Reform UK,Carl Hardwick,7612,Conservative,Victoria Wilson,5654,Green,Paul Darke,1643,Workers Party of Britain,Athar Warraich,915,Liberal Democrat,Bart Ricketts,758.0,,,,,,,,,,,,,,,,,,,,,
