ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001328,Leicester West,48.0,74102,-5.2,34753,8777,Labour,Liz Kendall,15798,Conservative,Max Chauhan,7021,Reform UK,Ian Hayes,5666,Green,Aasiya Bora,4089,Liberal Democrat,Benjamin Feist,2179,One Leicester,Rahoul Naik,327.0,Trade Unionist and Socialist Coalition,Steve Score,317.0,,,,,,,,,,,,,,,,,,
E14001329,Leigh and Atherton,52.0,79761,-6.4,40794,8881,Labour,Jo Platt,19971,Reform UK,George Woodward,11090,Conservative,Michael Winstanley,6483,Green,Amelia Jones,1653,Liberal Democrat,Stuart Thomas,1597,English Democrats,Craig Buckley,376.0,,,,,,,,,,,,,,,,,,,,,
E14001330,Lewes,70.0,76166,-4.2,52944,12624,Liberal Democrat,James MacCleary,26895,Conservative,Maria Caulfield,14271,Reform UK,Bernard Brown,6335,Labour,Danny Sweeney,3574,Green,Paul Keene,1869,Social Democratic Party,Rowena Easton,229.0,,,,,,,,,,,,,,,,,,,,,
E14001331,Lewisham East,55.0,73376,-9.9,39560,18073,Labour,Janet Daby,23646,Green,Mike Herron,5573,Conservative,Louise Brice,4401,Reform UK,Ruth Handyside,3469,Liberal Democrat,Callum Littlemore,2471,Workers Party of Britain,Steph Koffi,577.0,Christian Peoples Alliance,Maureen Martin,404.0,Shared Ground,Richard Galloway,96.0,,,,,,,,,,,,,,,
E14001332,Lewisham North,60.0,74204,-9.3,43137,15782,Labour,Vicky Foxcroft,25467,Green,Adam Pugh,9685,Liberal Democrat,Jean Branch,3284,Conservative,Nupur Majumdar,2701,Reform UK,Edward Powell,2000,Workers Party of Britain,Mian Akbar,457.0,Independent,Julia Tilford,243.0,Communist Party of Britain,Oliver Snelling,211.0,Alliance for Green Socialism,John Lloyd,119.0,,,,,,,,,,,,
E14001333,Lewisham West and East Dulwich,66.0,70099,0.1,45684,18397,Labour,Ellie Reeves,27406,Green,Callum Fowler,9009,Liberal Democrat,Josh Matthews,3558,Conservative,Christine Wallace,3477,Reform UK,Marian Newton,2234,Workers Party of Britain,Gwenton Sloley,427.0,Christian Peoples Alliance,Katherine Hortense,303.0,,,,,,,,,,,,,,,,,,
E14001334,Leyton and Wanstead,60.0,73366,-8.9,39380,13964,Labour,Calvin Bailey,20755,Green,Charlotte Lafferty,6791,Conservative,Gloria Croxall,4846,Independent,Shanell Johnson,4173,Liberal Democrat,Tara Copeland,2815,Reform UK,David Sandground,2475.0,Workers Party of Britain,Mahtab Aziz,1633.0,Rejoin EU,Simon Bezer,244.0,,,,,,,,,,,,,,,
E14001335,Lichfield,65.0,76118,-6.5,48684,810,Labour,Dave Robertson,17232,Conservative,Michael Fabricant,16422,Reform UK,Richard Howard,9734,Liberal Democrat,Paul Ray,3572,Green,Heather McNeillis,1724,Independent,Pete Longman,322.0,Independent,John Madden,98.0,,,,,,,,,,,,,,,,,,
E14001336,Lincoln,58.0,72313,-10.0,41080,8793,Labour,Hamish Falconer,18470,Conservative,Karl McCartney,9677,Reform UK,Jamie-Lee McMillan,7602,Green,Sally Horscroft,2751,Liberal Democrat,Clare Smalley,2580,Workers Party of Britain,Linda Richardson,479.0,Liberal Party,Charles Shaw,278.0,Independent,Laura Ashby,243.0,Social Democratic Party,Craig Marshall,80.0,,,,,,,,,,,,
E14001337,Liverpool Garston,61.0,69282,-9.2,38392,20104,Labour,Maria Eagle,24510,Reform UK,Kiera Hubbard,4406,Liverpool Community Independents,Sam Gorst,3294,Liberal Democrat,John Hyland,3239,Conservative,Danny Bowman,2943,Green,Muryam Sheikh,2816.0,Liberal Party,Alan Tormey,401.0,Independent,Jane Lawrence,272.0,Workers Revolutionary Party,Frank Sweeney,112.0,,,,,,,,,,,,
E14001338,Liverpool Riverside,45.0,71380,-15.1,31256,14793,Labour,Kim Johnson,20039,Green,Chris Coughlan,5246,Reform UK,Gary Hincks,3272,Liberal Democrat,Rebecca Turner,1544,Conservative,Jane Austin,1155,Trade Unionist and Socialist Coalition,Roger Bannister,622.0,Liberal Party,Sean Weaver,256.0,National Health Action Party,Stephen McNally,247.0,,,,,,,,,,,,,,,
E14001339,Liverpool Walton,53.0,69317,-12.2,36434,20245,Labour,Dan Carden,26032,Reform UK,Joe Doran,5787,Green,Martyn Madeley,2388,Conservative,Emma Ware,1282,Liberal Democrat,Sean Cadwallader,945,Liberal Party,Billy Lake,452.0,,,,,,,,,,,,,,,,,,,,,
E14001340,Liverpool Wavertree,56.0,70581,-16.0,37950,16304,Labour,Paula Barker,23077,Green,Tom Crone,6773,Reform UK,Adam Heatherington,3454,Liberal Democrat,Rob McAllister-Bell,2759,Conservative,Charlotte Eagar,1887,Independent,Ann San,1191.0,Independent,Mohamed El Ghady,566.0,Independent,Joe Owens,108.0,,,,,,,,,,,,,,,
E14001341,Liverpool West Derby,54.0,69934,-11.7,36730,20423,Labour,Ian Byrne,25302,Reform UK,Jack Boyd,4879,Green,Maria Coughlan,2647,Liberal Party,Steve Radford,2336,Conservative,Charlotte Duthie,1566,Liberal Democrat,Kayleigh Halpin,1276.0,,,,,,,,,,,,,,,,,,,,,
S14000095,Livingston,58.0,78043,-7.8,42591,3528,Labour,Gregor Poynton,18324,Scottish National Party,Hannah Bardell,14796,Reform UK,David McLennan,3977,Conservative,Damian Doran-Timson,3469,Liberal Democrat,Caron Lindsay,2025,Green,Cameron Glasgow,1704.0,Alba,Debbie Ewen,545.0,,,,,,,,,,,,,,,,,,
W07000098,Llanelli,57.0,71536,-5.8,39038,1504,Labour,Nia Griffith,12751,Reform UK,Gareth Beer,11247,Plaid Cymru,Rhodri Davies,9511,Conservative,Charlie Evans,4275,Liberal Democrat,Chris Passmore,1254,Green,Karen Laurence,1106.0,UK Independence Party,Stan Robinson,600.0,,,,,,,,,,,,,,,,,,
S14000096,Lothian East,64.0,75456,-7.5,45068,13265,Labour,Douglas Alexander,23555,Scottish National Party,Lyn Jardine,10290,Conservative,Scott Hamilton,5535,Reform UK,Robert Davies,3039,Liberal Democrat,Duncan Dunlop,2649,Green,Shona McIntosh,2477.0,Alba,George Kerevan,557.0,,,,,,,,,,,,,,,,,,
E14001342,Loughborough,61.0,68996,-8.6,42259,4960,Labour,Jeevun Sandher,17249,Conservative,Jane Hunt,12289,Reform UK,Andy McWilliam,7204,Green,Hans Zollinger-Ball,2956,Liberal Democrat,Ian Sharpe,2561,,,,,,,,,,,,,,,,,,,,,,,,
E14001343,Louth and Horncastle,61.0,76882,-6.6,44719,5506,Conservative,Victoria Atkins,17441,Reform UK,Sean Matthews,11935,Labour,Jonathan Slater,10475,Green,Robert Watson,2504,Liberal Democrat,Ross Pepper,2364,Independent,Paul Hugill,1359.0,Monster Raving Loony Party,Iconic Arty-Pole,309.0,Social Democratic Party,Marcus Moorehouse,92.0,,,,,,,,,,,,,,,
E14001344,Lowestoft,56.0,74332,-5.1,41824,2016,Labour,Jess Asato,14464,Conservative,Peter Aldous,12448,Reform UK,June Mummery,10328,Green,Toby Hammond,3095,Liberal Democrat,Adam Robertson,1489,,,,,,,,,,,,,,,,,,,,,,,,
E14001345,Luton North,52.0,74866,-9.1,34817,7510,Labour,Sarah Owen,14677,Conservative,Jilleane Brown,7167,Reform UK,James Fletcher,4666,Independent,Toqueer Shah,4393,Workers Party of Britain,Waheed Akbar,3914,Green,Ejel Khan,1940.0,Liberal Democrat,Sean Prendergast,1890.0,Social Democratic Party,Paul Trathen,98.0,,,,,,,,,,,,,,,
E14001346,Luton South and South Bedfordshire,50.0,76970,-14.3,33581,6858,Labour,Rachel Hopkins,13593,Conservative,Mark Versallion,6735,Independent,Attiq Malik,5384,Reform UK,Norman Maclean,4759,Workers Party of Britain,Yasin Rehman,3110,Green,Edward Carpenter,2401.0,Liberal Democrat,Dominic Griffiths,2400.0,,,,,,,,,,,,,,,,,,
E14001347,Macclesfield,69.0,76416,-1.9,51791,9120,Labour,Tim Roca,24672,Conservative,David Rutley,15552,Reform UK,Steve Broadhurst,6592,Green,Amanda Iremonger,2493,Liberal Democrat,Neil Christian,2482,Independent,Christopher Wellavize,779.0,Social Democratic Party,Dickie Fletcher,222.0,,,,,,,,,,,,,,,,,,
E14001348,Maidenhead,67.0,75687,-2.8,49380,2963,Liberal Democrat,Joshua Reynolds,21895,Conservative,Tania Mathias,18932,Labour,Jo Smith,5766,Green,Andrew Cooney,1996,Independent,George Wright,791,Social Democratic Party,Tim Burt,518.0,Independent,Qazi Irshad,431.0,,,,,,,,,,,,,,,,,,
E14001349,Maidstone and Malling,61.0,76449,-6.2,46036,1674,Conservative,Helen Grant,14146,Labour,Maureen Cleator,12472,Reform UK,Paul Thomas,9316,Liberal Democrat,David Naghi,6375,Green,Stuart Jeffery,3727,Independent,Yolande Kenward,197.0,British Democratic Party,Gary Butler,156.0,,,,,,,,,,,,,,,,,,
E14001350,Makerfield,52.0,76845,-6.6,39895,5399,Labour,Josh Simons,18202,Reform UK,Robert Kenyon,12803,Conservative,Simon Finkelstein,4379,Liberal Democrat,John Skipworth,2735,Green,Maria Deery,1776,English Democrats,Thomas Bryer,368.0,,,,,,,,,,,,,,,,,,,,,
E14001351,Maldon,64.0,78281,-6.2,49841,6906,Conservative,John Whittingdale,19374,Reform UK,Pamela Walford,12468,Labour,Onike Gollo,9817,Liberal Democrat,Simon Burwood,5882,Green,Isobel Doubleday,2300,,,,,,,,,,,,,,,,,,,,,,,,
E14001352,Manchester Central,47.0,85049,-7.1,37205,13797,Labour,Lucy Powell,20184,Green,Ekua Bayunu,6387,Reform UK,David Brown,4760,Liberal Democrat,Chris Northwood,3051,Conservative,Scott Smith,2823,Workers Party of Britain,Parham Hashemi,1888.0,Social Democratic Party,Sebastian Moore,240.0,Independent,Sabeena Khan,202.0,Communist Future,Caitriona Rylance,131.0,Independent,Albati Kalonda,59.0,,,,,,,,,
E14001353,Manchester Rusholme,40.0,72604,-16.8,28524,8235,Labour,Afzal Khan,15054,Green,Thirza Asanga-Rae,6819,Workers Party of Britain,Mohhamed Bilal,3660,Conservative,Alexandra Marsanu,1678,Reform UK,Joel McGuigan,1313,Independent,Faraz Bhatti,342.0,Communist League,Peter Clifford,167.0,,,,,,,,,,,,,,,,,,
E14001354,Manchester Withington,59.0,70549,-10.3,39803,13982,Labour,Jeff Smith,22066,Green,Sam Easterby-Smith,8084,Liberal Democrat,Richard Kilpatrick,5412,Conservative,Sarah Garcia de Bustos,2280,Reform UK,Kaine Williams,1961,Workers Party of Britain,Lizzie Greenwood,1774.0,Social Democratic Party,Wendy Andrew,154.0,,,,,,,,,,,,,,,,,,
E14001355,Mansfield,56.0,73817,-8.2,40121,3485,Labour,Steve Yemm,16048,Conservative,Ben Bradley,12563,Reform UK,Matthew Warnes,9385,Green,Phil Shields,1326,Liberal Democrat,Michael Wyatt,799,Socialist Labour Party,Peter Dean,423.0,Independent,Wesley Milligan,335.0,Trade Unionist and Socialist Coalition,Karen Seymour,123.0,Independent,Zen Bilas,85.0,,,,,,,,,,,,
E14001356,Melksham and Devizes,71.0,71999,-6.5,51203,2401,Liberal Democrat,Brian Mathew,20031,Conservative,Michelle Donelan,17630,Reform UK,Malcolm Cupis,6726,Labour,Kerry Postlewhite,4587,Green,Catherine Read,2229,,,,,,,,,,,,,,,,,,,,,,,,
E14001357,Melton and Syston,62.0,74316,-4.8,44833,5396,Conservative,Edward Argar,17526,Labour,Zafran Khan,12130,Reform UK,Pete Morris,8945,Green,Alastair McQuillan,3685,Liberal Democrat,Andy Konieczko,2547,Independent,Marilyn Gordon,517.0,Alliance for Democracy and Freedom,Teck Khong,348.0,Rejoin EU,Matt Shouler,288.0,,,,,,,,,,,,,,,
E14001358,Meriden and Solihull East,60.0,73659,-5.0,44035,4584,Conservative,Saqib Bhatti,16792,Labour,Sarah Alan,12208,Reform UK,Malcolm Sedgley,8753,Liberal Democrat,Sunny Virk,3353,Green,Shesh Sheshabhatter,2929,,,,,,,,,,,,,,,,,,,,,,,,
W07000099,Merthyr Tydfil and Aberdare,47.0,74460,-10.3,32866,7447,Labour,Gerald Jones,15791,Reform UK,Gareth Thomas,8344,Plaid Cymru,Francis Whitefoot,4768,Conservative,Amanda Jenner,2687,Liberal Democrat,Jade Smith,1276,Green,David Griffin,1231.0,Workers Party of Britain,Anthony Cole,531.0,Independent,Lorenzo de Gregori,375.0,Communist Party of Britain,Bob Davenport,212.0,,,,,,,,,,,,
E14001359,Mid Bedfordshire,65.0,76218,-6.4,47749,1321,Conservative,Blake Stephenson,16912,Labour,Maahwish Mirza,15591,Reform UK,Dave Holland,8594,Liberal Democrat,Stuart Roberts,4068,Green,Cade Sibley,2584,Independent,Gareth Mackey,1700.0,Social Democratic Party,Richard Brunning,172.0,,,,,,,,,,,,,,,,,,
E14001360,Mid Buckinghamshire,72.0,75415,-3.6,53467,5872,Conservative,Greg Smith,20150,Liberal Democrat,Anja Schaefer,14278,Labour,Carissma Griffiths,9171,Reform UK,Stephanie Harwood,6926,Green,Greg Smith,2942,Social Democratic Party,Yvonne Wilding,337.0,Climate Party,Wisdom Da Costa,147.0,,,,,,,,,,,,,,,,,,
E14001361,Mid Cheshire,59.0,70384,-8.2,40386,8927,Labour,Andrew Cooper,18457,Conservative,Charles Fifield,9530,Reform UK,Emma Guy,7967,Liberal Democrat,Jack Price-Harbach,2465,Green,Mark Green,1967,Independent,Helen Clawson,850.0,Independent,Stella Mellor,273.0,,,,,,,,,,,,,,,,,,
E14001362,Mid Derbyshire,69.0,69281,-5.0,47078,1878,Labour,Jonathan Davies,17346,Conservative,Luke Gardiner,15468,Reform UK,Stephen Dean,8356,Green,Gez Kinsella,3547,Liberal Democrat,Barry Holliday,2361,Independent,Sue Warren,315.0,Workers Party of Britain,Josiah Uche,150.0,,,,,,,,,,,,,,,,,,
E14001363,Mid Dorset and North Poole,68.0,72509,-5.6,49514,1352,Liberal Democrat,Vikki Slade,21442,Conservative,Michael Tomlinson,20090,Labour,Candice Johnson-Cole,4566,Green,Ben Pantling,2355,Social Democratic Party,John Dowling,1061,,,,,,,,,,,,,,,,,,,,,,,,
S14000097,Mid Dunbartonshire,72.0,73596,-6.3,50569,9673,Liberal Democrat,Susan Murray,22349,Scottish National Party,Amy Callaghan,12676,Labour,Lorna Dougall,10993,Conservative,Alix Mathieson,2452,Reform UK,David McNabb,2099,Green,Carolynn Scrimgeour,1720.0,Alba,Ray James,449.0,,,,,,,,,,,,,,,,,,
E14001364,Mid Leicestershire,63.0,75933,-9.2,48050,2201,Conservative,Peter Bedford,17735,Labour,Robert Martin,15534,Reform UK,Tom Smith,8923,Green,Tony Deakin,3414,Liberal Democrat,Ian Bradwell,2444,,,,,,,,,,,,,,,,,,,,,,,,
E14001365,Mid Norfolk,61.0,75238,-8.1,45897,3054,Conservative,George Freeman,16770,Labour,Michael Rosen,13716,Reform UK,Kabeer Kher,9427,Liberal Democrat,Stuart Howard,3126,Green,Ash Haynes,2858,,,,,,,,,,,,,,,,,,,,,,,,
E14001366,Mid Sussex,70.0,75969,-3.1,52976,6662,Liberal Democrat,Alison Bennett,21136,Conservative,Kristy Adams,14474,Labour,Dave Rowntree,9397,Reform UK,Gary Johnson,5921,Green,Deanna Nicholson,2048,Monster Raving Loony Party,Baron Von Thunderclap,352.0,,,,,,,,,,,,,,,,,,,,,
N05000010,Mid Ulster,61.0,74000,-2.1,42216,14923,Sinn Fein,Cathal Mallaghan,24085,Democratic Unionist Party,Keith Buchanan,9162,Social Democratic & Labour Party,Denise Johnston,3722,Traditional Unionist Voice,Glenn Moore,2978,Ulster Unionist Party ,Jay Basra,2269,Alliance Party,Padraic Farrell,2001.0,Aontú,Alixandra Halliday,1047.0,Independent,John Kelly,181.0,,,,,,,,,,,,,,,
W07000100,Mid and South Pembrokeshire,59.0,79031,-12.6,44294,1878,Labour,Henry Tufnell,16505,Conservative,Stephen Crabb,14627,Reform UK,Stuart Marchant,7828,Plaid Cymru,Cris Tomos,2962,Liberal Democrat,Alistair Cameron,2372,Green,James Purchase,1654.0,Independent,Vusi Siphika,427.0,Women's Equality Party,Hanna Andersen,254.0,,,,,,,,,,,,,,,
E14001368,Middlesbrough South and East Cleveland,54.0,70328,-10.2,38035,214,Labour,Luke Myer,16468,Conservative,Simon Clarke,16254,Liberal Democrat,Jemma Joy,2032,Social Democratic Party,Rod Liddle,1835,Green,Rowan McLaughlin,1446,,,,,,,,,,,,,,,,,,,,,,,,
E14001367,Middlesbrough and Thornaby East,46.0,75123,-6.6,32987,9192,Labour,Andy McDonald,16238,Reform UK,Patrick Seargeant,7046,Conservative,Kiran Fothergill,6174,Workers Party of Britain,Mehmoona Ameen,2007,Green,Matthew Harris,1522,Liberal Democrat,Mo Waqas,1037.0,Independent,Mark Baxtrem,383.0,,,,,,,,,,,,,,,,,,
S14000045,Midlothian,60.0,73916,-7.9,43906,8167,Labour,Kirsty McNeill,21480,Scottish National Party,Owen Thompson,13313,Reform UK,Stefan Garbowski,3276,Conservative,Keith Cockburn,3248,Liberal Democrat,Ross Laird,2589,Scottish Libertarian Party,Daniel Fraser,259.0,,,,,,,,,,,,,,,,,,,,,
E14001369,Milton Keynes Central,59.0,81078,-9.7,47529,7291,Labour,Emily Darlington,20209,Conservative,Johnny Luk,12918,Reform UK,David Reilly,6245,Liberal Democrat,James Cox,4931,Green,Frances Bonney,3226,Heritage Party,Alfred Saint-Clair,200.0,,,,,,,,,,,,,,,,,,,,,
E14001370,Milton Keynes North,65.0,70709,-3.4,45977,5430,Labour,Chris Curtis,19318,Conservative,Ben Everitt,13888,Reform UK,Jane Duckworth,6164,Liberal Democrat,Clare Tevlin,3365,Green,Alan Francis,3242,,,,,,,,,,,,,,,,,,,,,,,,
E14001371,Mitcham and Morden,59.0,77272,-8.6,43801,18761,Labour,Siobhain McDonagh,25085,Conservative,Ellie Cox,6324,Green,Pippa Maslin,4635,Reform UK,Ruth Price,4135,Liberal Democrat,Jenifer Gould,3622,Workers Party of Britain,Mehmood Jamshed,1091.0,Christian Peoples Alliance,Des Coke,363.0,,,,,,,,,,,,,,,,,,
W07000101,Monmouthshire,68.0,74823,-4.7,48756,3338,Labour,Catherine Fookes,21010,Conservative,David Davies,17672,Reform UK,Max Windsor-Peplow,5438,Green,Ian Chandler,2357,Liberal Democrat,William Powell,2279,Plaid Cymru,Ioan Bellin,1273.0,Independent,Owen Lewis,457.0,True & Fair Party,June Davies,255.0,Heritage Party,Emma Meredith,103.0,,,,,,,,,,,,
W07000102,Montgomeryshire and Glyndwr,58.0,74039,-10.6,41515,3815,Labour,Steve Witherden,12709,Reform UK,Oliver Lewis,8894,Conservative,Craig Williams,7775,Liberal Democrat,Glyn Preston,6470,Plaid Cymru,Elwyn Vaughan,5667,Green,Jeremy Brignell-Thorp,1744.0,,,,,,,,,,,,,,,,,,,,,
S14000098,"Moray West, Nairn and Strathspey",60.0,77072,-13.4,44455,1001,Scottish National Party,Graham Leadbitter,14961,Conservative,Kathleen Robertson,13960,Labour,James Hynam,8259,Liberal Democrat,Neil Alexander,3785,Reform UK,Steve Skerrett,3490,Green,Draeyk van der Horn,1676.0,Scottish Family Party,Euan Morrice,423.0,,,,,,,,,,,,,,,,,,
E14001372,Morecambe and Lunesdale,63.0,76424,-10.3,48059,5815,Labour,Lizzi Collinge,19603,Conservative,David Morris,13788,Reform UK,Barry Parsons,7810,Liberal Democrat,Peter Jackson,4769,Green,Gina Dowding,2089,,,,,,,,,,,,,,,,,,,,,,,,
S14000099,"Motherwell, Wishaw and Carluke",54.0,71777,-7.7,37870,7085,Labour,Pamela Nash,19168,Scottish National Party,Marion Fellows,12083,Reform UK,Robert McLaughlan,3004,Conservative,Oyebola Ajala,2415,Green,Gordon Miller,1200,Liberal Democrat,Hayley Bennie,822.0,British Unionist Party,Gus Ferguson,158.0,UK Independence Party,Neil Wilson,110.0,Scottish Libertarian Party,Ross Hagen,66.0,,,,,,,,,,,,
S14000027,Na h-Eileanan an Iar,64.0,21235,-4.7,12262,3836,Labour,Torcuil Crichton,6692,Scottish National Party,Susan Thomson,2856,Independent,Angus MacNeil,1370,Reform UK,Tony Ridden,697,Conservative,Kenny Barker,647,Christian Party,Donald Boyd,496.0,Scottish Family Party,Steven Welsh,388.0,Liberal Democrat,Jamie Dobson,382.0,,,,,,,,,,,,,,,
W07000103,Neath and Swansea East,53.0,76291,-7.4,38426,6627,Labour,Carolyn Harris,16797,Reform UK,Dai Richards,10170,Plaid Cymru,Andrew Jenkins,5350,Conservative,Samantha Chohan,3765,Liberal Democrat,Helen Clarke,2344,Green,Jan Dowden,1711.0,,,,,,,,,,,,,,,,,,,,,
E14001373,New Forest East,64.0,70618,-4.8,44291,8495,Conservative,Julian Lewis,17412,Labour,Sasjkia Otto,8917,Reform UK,Roy Swales,7646,Liberal Democrat,Caroline Rackham,7198,Green,Simon King,3118,Monster Raving Loony Party,Mad Hatter,529.0,Animal Welfare Party,Andrew Knight,410.0,,,,,,,,,,,,,,,,,,
E14001374,New Forest West,68.0,68644,-3.3,45787,5600,Conservative,Desmond Swayne,16412,Labour,Sally Johnston,10812,Liberal Democrat,Jack Davies,8186,Reform UK,Reginald Chester-Sterne,7577,Green,Anna Collar,2800,Animal Welfare Party,Gavin Ridley,393.0,Social Democratic Party,Paul Simon,157.0,,,,,,,,,,,,,,,,,,
E14001375,Newark,67.0,80028,-5.6,52015,3572,Conservative,Robert Jenrick,20968,Labour,Saj Ahmad,17396,Reform UK,Robert Palmer,8280,Liberal Democrat,David Watts,3026,Green,Michael Ackroyd,2345,Independent Network ,Adrian Amer,809.0,Independent,Lyn Galbraith,329.0,English Democrats,Matthew Darrington,156.0,Workers Party of Britain,Collan Siddique,150.0,,,,,,,,,,,,
E14001376,Newbury,68.0,71986,-3.2,48646,2377,Liberal Democrat,Lee Dillon,19645,Conservative,Laura Farris,17268,Reform UK,Doug Terry,5357,Labour,Liz Bell,3662,Green,Steve Masters,2714,Freedom Alliance,Earl Jesse,153.0,UK Independence Party,Gary Johnson,131.0,,,,,,,,,,,,,,,,,,
E14001377,Newcastle upon Tyne Central and West,54.0,76969,-9.3,37773,11060,Labour,Chi Onwurah,18875,Reform UK,Ashton Muncaster,7815,Conservative,Frances Lasok,4228,Independent,Yvonne Ridley,3627,Green,John Pearson,3228,Liberal Democrat,Ali Avaei,1946.0,Independent,Habib Rahman,1636.0,,,,,,,,,,,,,,,,,,
E14001378,Newcastle upon Tyne East and Wallsend,55.0,76421,-9.6,41327,12817,Labour,Mary Glindon,21200,Reform UK,Janice Richardson,8383,Green,Matt Williams,5257,Conservative,Rosie Hanlon,3522,Liberal Democrat,Mark Ridyard,2965,Workers Party of Britain,Muhammed Ghori,430.0,Party of Women,Liz Panton,283.0,Communist Party of Britain,Emma-Jane Phillips,186.0,Social Democratic Party,Robert Malyn,95.0,,,,,,,,,,,,
E14001379,Newcastle upon Tyne North,65.0,75146,-6.1,48022,17762,Labour,Catherine McKinnell,24440,Conservative,Guy Renner-Thompson,6678,Liberal Democrat,Aidan King,5936,Reform UK,Deborah Lorraine,5933,Green,Sarah Peters,5035,Independent,King Teare,310.0,Social Democratic Party,Martin Evison,285.0,,,,,,,,,,,,,,,,,,
E14001380,Newcastle-under-Lyme,58.0,67839,-9.2,39618,5069,Labour,Adam Jogee,15992,Conservative,Simon Tagg,10923,Reform UK,Neill Walker,8865,Liberal Democrat,Nigel Jones,1987,Green,Jennifer Hibell,1851,,,,,,,,,,,,,,,,,,,,,,,,
W07000104,Newport East,50.0,76845,-10.8,34549,9009,Labour,Jessica Morden,16370,Reform UK,Tommy Short,7361,Conservative,Rachel Buckler,6487,Plaid Cymru,Jonathan Clark,2239,Green,Lauren James,2092,Liberal Democrat,John Miller,2045.0,Independent,Pippa Bartolotti,1802.0,Heritage Party,Mike Ford,135.0,,,,,,,,,,,,,,,
W07000105,Newport West and Islwyn,55.0,75781,-8.3,38276,8868,Labour,Ruth Jones,17409,Reform UK,Paul Taylor,8541,Conservative,Nick Jones,6710,Plaid Cymru,Brandon Ham,3529,Liberal Democrat,Mike Hamilton,2087,Green,Kerry Vosper,2078.0,Independent,George Etheridge,1597.0,,,,,,,,,,,,,,,,,,
N05000011,Newry and Armagh,59.0,78244,-3.7,42279,15493,Sinn Fein,Dáire Hughes,22299,Social Democratic & Labour Party,Pete Byrne,6806,Democratic Unionist Party,Gareth Wilson,5900,Traditional Unionist Voice,Keith Ratcliffe,4099,Ulster Unionist Party ,Sam Nicholson,3175,Alliance Party,Helena Young,2692.0,Aontú,Liam Reichenberg,888.0,Conservative,Samantha Rayner,83.0,,,,,,,,,,,,,,,
E14001381,Newton Abbot,65.0,73885,-6.8,45848,2246,Liberal Democrat,Martin Wrigley,15201,Conservative,Anne Marie Morris,12955,Reform UK,Christopher Hilditch,8494,Labour,Jacob Cousens,7115,Green,Pauline Wynter,2083,South Devon Alliance,Liam Mullone,1924.0,Heritage Party,Andre Sabine,116.0,Volt United Kingdom,Annaliese Cude,104.0,,,,,,,,,,,,,,,
E14001382,Newton Aycliffe and Spennymoor,55.0,72224,-5.6,39336,8839,Labour,Alan Strickland,18394,Reform UK,John Grant,9555,Conservative,Paul Howell,8195,Green,Jack Hughes,1701,Liberal Democrat,Anne-Marie Curry,1491,Transform Party,Brian Agar,264.0,Workers Party of Britain,Minhajul Suhon,246.0,,,,,,,,,,,,,,,,,,
E14001383,Normanton and Hemsworth,48.0,75645,-9.4,36349,6662,Labour,Jon Trickett,17275,Reform UK,Callum Bushrod,10613,Conservative,Alice Hopkin,4995,Green,Ashton Howick,2147,Liberal Democrat,Craig Dobson,1319,,,,,,,,,,,,,,,,,,,,,,,,
N05000012,North Antrim,55.0,74697,-2.0,38937,450,Traditional Unionist Voice,Jim Allister,11642,Democratic Unionist Party,Ian Paisley,11192,Sinn Fein,Philip McGuigan,7714,Alliance Party,Sian Mulholland,4488,Ulster Unionist Party ,Jackson Minford,3901,Social Democratic & Labour Party,Helen Maher,1661.0,Aontú,Ráichéal Mhic Niocaill,451.0,Independent,Tristan Morrow,136.0,,,,,,,,,,,,,,,
S14000048,North Ayrshire and Arran,59.0,72176,-6.8,40787,3551,Labour,Irene Campbell,16821,Scottish National Party,Patricia Gibson,13270,Conservative,Todd Ferguson,5954,Reform UK,Mike Mann,3415,Green,Cara McKee,1327,Liberal Democrat,Gillian Cole-Hamilton,1005.0,Social Democratic Party,Ian Gibson,238.0,Socialist Labour Party,James McDaid,232.0,,,,,,,,,,,,,,,
E14001384,North Bedfordshire,65.0,78850,-8.2,51561,5414,Conservative,Richard Fuller,19981,Labour,Uday Nagaraju,14567,Reform UK,Pippa Clayton,8433,Liberal Democrat,Joanna Szaub-Newton,5553,Green,Philippa Fleming,3027,,,,,,,,,,,,,,,,,,,,,,,,
E14001385,North Cornwall,68.0,76832,-4.3,51778,10767,Liberal Democrat,Ben Maguire,24904,Conservative,Scott Mann,14137,Reform UK,Rowland O'Connor,8444,Labour,Robyn Harris,2958,Green,Lance Symonds,1335,Heritage Party,Sarah Farrell,277.0,,,,,,,,,,,,,,,,,,,,,
